P LHS RHS
0.0018 [VBG] 'pointing'
0.0018 [VBG] 'denouncing'
0.0018 [VBG] 'prevailing'
0.0018 [VBG] 'requiring'
0.0018 [VBG] 'appealing'
0.0018 [VBG] 'lending'
0.0018 [VBG] 'limiting'
0.0018 [VBG] 'enabling'
0.0018 [VBG] 'transferring'
0.0018 [VBG] 'banning'
0.0018 [VBG] 'Assuming'
0.0018 [VBG] 'banking'
0.0018 [VBG] 'casting'
0.0018 [VBG] 'visiting'
0.0018 [VBG] 'fighting'
0.0018 [VBG] 'noting'
0.0018 [VBG] 'adjusting'
0.0018 [VBG] 'scrambling'
0.0018 [VBG] 'executing'
0.0018 [VBG] 'stemming'
0.0018 [VBG] 'acquiring'
0.0018 [VBG] 'hurting'
0.0018 [VBG] 'struggling'
0.0018 [VBG] 'finding'
0.0018 [VBG] 'yielding'
0.0018 [VBG] 'closing'
0.0018 [VBG] 'transacting'
0.0018 [VBG] 'ringing'
0.0018 [VBG] 'producing'
0.0018 [VBG] 'exceeding'
0.0018 [VBG] 'improving'
0.0018 [VBG] 'lowering'
0.0018 [VBG] 'arguing'
0.0018 [VBG] 'writing'
0.0018 [VBG] 'sweeping'
0.0018 [VBG] 'demanding'
0.0018 [VBG] 'claiming'
0.0018 [VBG] 'laughing'
0.0018 [VBG] 'Taking'
0.0018 [VBG] 'marketing'
0.0018 [VBG] 'accepting'
0.0018 [VBG] 'letting'
0.0018 [VBG] 'investing'
0.0018 [VBG] 'stressing'
0.0018 [VBG] 'suing'
0.0018 [VBG] 'warning'
0.0012 [VBG] 'retaining'
0.0012 [VBG] 'disseminating'
0.0012 [VBG] 'sitting'
0.0012 [VBG] 'shoring'
0.0012 [VBG] 'thumbing'
0.0012 [VBG] 'Arbitraging'
0.0012 [VBG] 'reciting'
0.0012 [VBG] 'twisting'
0.0012 [VBG] 'picking'
0.0012 [VBG] 'crying'
0.0012 [VBG] 'wallowing'
0.0012 [VBG] 'sounding'
0.0012 [VBG] 'Citing'
0.0012 [VBG] 'racing'
0.0012 [VBG] 'punishing'
0.0012 [VBG] 'refitting'
0.0012 [VBG] 'checking'
0.0012 [VBG] 'devastating'
0.0012 [VBG] 'SWITCHING'
0.0012 [VBG] 'encroaching'
0.0012 [VBG] 'pressing'
0.0012 [VBG] 'crashing'
0.0012 [VBG] 'concentrating'
0.0012 [VBG] 'exerting'
0.0012 [VBG] 'inching'
0.0012 [VBG] 'Determining'
0.0012 [VBG] 'accusing'
0.0012 [VBG] 'indulging'
0.0012 [VBG] 'recommending'
0.0012 [VBG] 'belonging'
0.0012 [VBG] 'addressing'
0.0012 [VBG] 'insinuating'
0.0012 [VBG] 'ratcheting'
0.0012 [VBG] 'stretching'
0.0012 [VBG] 'replicating'
0.0012 [VBG] 'contesting'
0.0012 [VBG] 'sparking'
0.0012 [VBG] 'pitting'
0.0012 [VBG] 'granting'
0.0012 [VBG] 'offsetting'
0.0012 [VBG] 'anticipating'
0.0012 [VBG] 'refunding'
0.0012 [VBG] 'Judging'
0.0012 [VBG] 'packaging'
0.0012 [VBG] 'conceding'
0.0012 [VBG] 'cruising'
0.0012 [VBG] 'behaving'
0.0012 [VBG] 'acknowledging'
0.0012 [VBG] 'backing'
0.0012 [VBG] 'transforming'
0.0012 [VBG] 'pealing'
0.0012 [VBG] 'recognizing'
0.0012 [VBG] 'maturing'
0.0012 [VBG] 'performing'
0.0012 [VBG] 'regulating'
0.0012 [VBG] 'defying'
0.0012 [VBG] 'abounding'
0.0012 [VBG] 'weighing'
0.0012 [VBG] 'converting'
0.0012 [VBG] 'apologizing'
0.0012 [VBG] 'borrowing'
0.0012 [VBG] 'extending'
0.0012 [VBG] 'teetering'
0.0012 [VBG] 'functioning'
0.0012 [VBG] 'recovering'
0.0012 [VBG] 'initiating'
0.0012 [VBG] 'killing'
0.0012 [VBG] 'restructuring'
0.0012 [VBG] 'crossing'
0.0012 [VBG] 'committing'
0.0012 [VBG] 'curbing'
0.0012 [VBG] 'designing'
0.0012 [VBG] 'appearing'
0.0012 [VBG] 'delivering'
0.0012 [VBG] 'shaping'
0.0012 [VBG] 'serving'
0.0012 [VBG] 'Reducing'
0.0012 [VBG] 'completing'
0.0012 [VBG] 'hailing'
0.0012 [VBG] 'plunging'
0.0012 [VBG] 'Beginning'
0.0012 [VBG] 'rebounding'
0.0012 [VBG] 'tracking'
0.0012 [VBG] 'attending'
0.0012 [VBG] 'stacking'
0.0012 [VBG] 'establishing'
0.0012 [VBG] 'permitting'
0.0012 [VBG] 'characterizing'
0.0012 [VBG] 'climbing'
0.0012 [VBG] 'leveling'
0.0012 [VBG] 'servicing'
0.0012 [VBG] 'soaring'
0.0012 [VBG] 'posing'
0.0012 [VBG] 'dating'
0.0012 [VBG] 'Excluding'
0.0012 [VBG] 'outlawing'
0.0012 [VBG] 'alleging'
0.0012 [VBG] 'abridging'
0.0012 [VBG] 'snaking'
0.0012 [VBG] 'revising'
0.0012 [VBG] 'overriding'
0.0012 [VBG] 'eating'
0.0012 [VBG] 'boarding'
0.0012 [VBG] 'fuming'
0.0012 [VBG] 'discouraging'
0.0012 [VBG] 'quitting'
0.0012 [VBG] 'retaliating'
0.0012 [VBG] 'copying'
0.0012 [VBG] 'Defending'
0.0012 [VBG] 'totaling'
0.0012 [VBG] 'Knowing'
0.0012 [VBG] 'reeling'
0.0012 [VBG] 'prosecuting'
0.0012 [VBG] 'impending'
0.0012 [VBG] 'spurring'
0.0012 [VBG] 'succeeding'
0.0012 [VBG] 'bringing'
0.0012 [VBG] 'barking'
0.0012 [VBG] 'mobilizing'
0.0012 [VBG] 'urging'
0.0012 [VBG] 'agreeing'
0.0012 [VBG] 'clearing'
0.0012 [VBG] 'transporting'
0.0012 [VBG] 'negotiating'
0.0012 [VBG] 'installing'
0.0012 [VBG] 'fetching'
0.0012 [VBG] 'encircling'
0.0012 [VBG] 'pulling'
0.0012 [VBG] 'devouring'
0.0012 [VBG] 'waiting'
0.0012 [VBG] 'occupying'
0.0012 [VBG] 'upsetting'
0.0012 [VBG] 'adapting'
0.0012 [VBG] 'redeeming'
0.0012 [VBG] 'complaining'
0.0012 [VBG] 'bombarding'
0.0012 [VBG] 'propelling'
0.0012 [VBG] 'quashing'
0.0012 [VBG] 'covering'
0.0012 [VBG] 'competing'
0.0012 [VBG] 'sagging'
0.0012 [VBG] 'contributing'
0.0012 [VBG] 'replacing'
0.0012 [VBG] 'wrecking'
0.0012 [VBG] 'subjecting'
0.0012 [VBG] 'demonstrating'
0.0012 [VBG] 'prohibiting'
0.0012 [VBG] 'conducting'
0.0012 [VBG] 'DIALING'
0.0012 [VBG] 'shrinking'
0.0012 [VBG] 'searching'
0.0012 [VBG] 'setting'
0.0012 [VBG] 'TRIMMING'
0.0012 [VBG] 'Following'
0.0012 [VBG] 'sacrificing'
0.0012 [VBG] 'heading'
0.0012 [VBG] 'ranging'
0.0012 [VBG] 'commenting'
0.0012 [VBG] 'containing'
0.0012 [VBG] 'referring'
0.0012 [VBG] 'diversifying'
0.0012 [VBG] 'justifying'
0.0012 [VBG] 'Filling'
0.0012 [VBG] 'descending'
0.0012 [VBG] 'sliding'
0.0012 [VBG] 'Winning'
0.0012 [VBG] 'breaking'
0.0012 [VBG] 'easing'
0.0012 [VBG] 'fawning'
0.0012 [VBG] 'inviting'
0.0012 [VBG] 'surviving'
0.0012 [VBG] 'Being'
0.0012 [VBG] 'worrying'
0.0012 [VBG] 'abating'
0.0012 [VBG] 'tailoring'
0.0012 [VBG] 'exchanging'
0.0012 [VBG] 'forecasting'
0.0012 [VBG] 'explaining'
0.0012 [VBG] 'waiving'
0.0012 [VBG] 'guarding'
0.0012 [VBG] 'emerging'
0.0012 [VBG] 'striving'
0.0012 [VBG] 'carrying'
0.0012 [VBG] 'experiencing'
0.0012 [VBG] 'watching'
0.0012 [VBG] 'responding'
0.0012 [VBG] 'deterring'
0.0012 [VBG] 'heating'
0.0012 [VBG] 'ordering'
0.0012 [VBG] 'researching'
0.0012 [VBG] 'sentencing'
0.0012 [VBG] 'broadcasting'
0.0012 [VBG] 'Continuing'
0.0012 [VBG] 'discontinuing'
0.0012 [VBG] 'inquiring'
0.0012 [VBG] 'resisting'
0.0012 [VBG] 'happening'
0.0012 [VBG] 'disclosing'
0.0012 [VBG] 'jeopardizing'
0.0012 [VBG] 'gauging'
0.0012 [VBG] 'sketching'
0.0012 [VBG] 'restricting'
0.0012 [VBG] 'dealing'
0.0012 [VBG] 'mailing'
0.0012 [VBG] 'calling'
0.0012 [VBG] 'altering'
0.0012 [VBG] 'sleeping'
0.0012 [VBG] 'challenging'
0.0012 [VBG] 'lessening'
0.0012 [VBG] 'foundering'
0.0012 [VBG] 'speaking'
0.0012 [VBG] 'sorting'
0.0012 [VBG] 'dominating'
0.0012 [VBG] 'refreshing'
0.0012 [VBG] 'engaging'
0.0012 [VBG] 'drinking'
0.0012 [VBG] 'overpaying'
0.0012 [VBG] 'undercutting'
0.0012 [VBG] 'signaling'
0.0012 [VBG] 'consisting'
0.0012 [VBG] 'Standing'
0.0012 [VBG] 'practicing'
0.0012 [VBG] 'rallying'
0.0012 [VBG] 'noticing'
0.0012 [VBG] 'jumping'
0.0012 [VBG] 'attracting'
0.0012 [VBG] 'issuing'
0.0012 [VBG] 'cooperating'
0.0012 [VBG] 'Having'
0.0012 [VBG] 'wooing'
0.0012 [VBG] 'Performing'
0.0012 [VBG] 'Legislating'
0.0012 [VBG] 'awarding'
0.0012 [VBG] 'indicating'
0.0012 [VBG] 'eyeing'
0.0012 [VBG] 'quoting'
0.0012 [VBG] 'fainting'
0.0012 [VBG] 'rewarding'
0.0012 [VBG] 'deliberating'
0.0012 [VBG] 'eliminating'
0.0012 [VBG] 'directing'
0.0012 [VBG] 'safeguarding'
0.0012 [VBG] 'slashing'
0.0012 [VBG] 'authorizing'
0.0012 [VBG] 'initialing'
0.0012 [VBG] 'swelling'
0.0012 [VBG] 'frustrating'
0.0012 [VBG] 'depending'
0.0012 [VBG] 'Observing'
0.0012 [VBG] 'lagging'
0.0012 [VBG] 'leveraging'
0.0012 [VBG] 'walking'
0.0012 [VBG] 'labeling'
0.0012 [VBG] 'scaring'
0.0012 [VBG] 'advancing'
0.0012 [VBG] 'Adopting'
0.0012 [VBG] 'championing'
0.0012 [VBG] 'specializing'
0.0012 [VBG] 'betting'
0.0012 [VBG] 'smothering'
0.0012 [VBG] 'imposing'
0.0012 [VBG] 'drawing'
0.0012 [VBG] 'collecting'
0.0012 [VBG] 'marching'
0.0012 [VBG] 'fundraising'
0.0012 [VBG] 'queuing'
0.0012 [VBG] 'arising'
0.0012 [VBG] 'limping'
0.0012 [VBG] 'bundling'
0.0012 [VBG] 'PORTING'
0.0012 [VBG] 'photocopying'
0.0012 [VBG] 'requesting'
0.0012 [VBG] 'relating'
0.0012 [VBG] 'asserting'
0.0012 [VBG] 'naming'
0.0012 [VBG] 'segmenting'
0.0012 [VBG] 'enjoying'
0.0012 [VBG] 'factoring'
0.0012 [VBG] 'planning'
0.0012 [VBG] 'deteriorating'
0.0012 [VBG] 'undertaking'
0.0012 [VBG] 'viewing'
0.0012 [VBG] 'promoting'
0.0012 [VBG] 'reinstating'
0.0012 [VBG] 'owning'
0.0012 [VBG] 'aiming'
0.0012 [VBG] 'dwindling'
0.0012 [VBG] 'evoking'
0.0012 [VBG] 'choosing'
0.0012 [VBG] 'achieving'
0.0012 [VBG] 'Moving'
0.0012 [VBG] 'bearing'
0.0012 [VBG] 'filling'
0.0012 [VBG] 'recruiting'
0.0012 [VBG] 'mating'
0.0012 [VBG] 'needing'
0.0012 [VBG] 'recalling'
0.0012 [VBG] 'accounting'
0.0012 [VBG] 'Offering'
0.0012 [VBG] 'uttering'
0.0012 [VBG] 'correcting'
0.0012 [VBG] 'dividing'
0.0012 [VBG] 'attacking'
0.0012 [VBG] 'abolishing'
0.0012 [VBG] 'saving'
0.0012 [VBG] 'ushering'
0.0012 [VBG] 'retiring'
0.0012 [VBG] 'Getting'
0.0012 [VBG] 'evaluating'
0.0012 [VBG] 'living'
0.0012 [VBG] 'reviewing'
0.0012 [VBG] 'posting'
0.0012 [VBG] 'obtaining'
0.0012 [VBG] 'amending'
0.0012 [VBG] 'reshaping'
0.0012 [VBG] 'meaning'
0.0012 [VBG] 'Encouraging'
0.0012 [VBG] 'offending'
0.0012 [VBG] 'boosting'
0.0012 [VBG] 'removing'
0.0012 [VBG] 'stimulating'
0.0012 [VBG] 'forcing'
0.0012 [VBG] 'satisfying'
0.0012 [VBG] 'undergoing'
0.0012 [VBG] 'counting'
0.0012 [VBG] 'condemning'
0.0012 [VBG] 'cascading'
0.0012 [VBG] 'deducting'
0.0006 [VBG] '<unk>'
0.0525 [VBN] 'been'
0.0136 [VBN] 'made'
0.0131 [VBN] 'expected'
0.0122 [VBN] 'based'
0.0095 [VBN] 'used'
0.0095 [VBN] 'priced'
0.0086 [VBN] 'designed'
0.0086 [VBN] 'fined'
0.0086 [VBN] 'sold'
0.0072 [VBN] 'held'
0.0068 [VBN] 'named'
0.0063 [VBN] 'compared'
0.0063 [VBN] 'paid'
0.0063 [VBN] 'taken'
0.0059 [VBN] 'reached'
0.0054 [VBN] 'proposed'
0.0054 [VBN] 'reported'
0.0054 [VBN] 'called'
0.005 [VBN] 'given'
0.005 [VBN] 'known'
0.0045 [VBN] 'built'
0.0045 [VBN] 'required'
0.0045 [VBN] 'considered'
0.0045 [VBN] 'fixed'
0.0045 [VBN] 'needed'
0.0045 [VBN] 'traded'
0.0045 [VBN] 'aimed'
0.0045 [VBN] 'set'
0.0045 [VBN] 'scheduled'
0.0045 [VBN] 'approved'
0.0041 [VBN] 'involved'
0.0041 [VBN] 'alleged'
0.0041 [VBN] 'ordered'
0.0041 [VBN] 'found'
0.0041 [VBN] 'said'
0.0041 [VBN] 'barred'
0.0041 [VBN] 'acquired'
0.0041 [VBN] 'led'
0.0041 [VBN] 'disclosed'
0.0041 [VBN] 'estimated'
0.0036 [VBN] 'come'
0.0036 [VBN] 'received'
0.0036 [VBN] 'got'
0.0036 [VBN] 'increased'
0.0036 [VBN] 'issued'
0.0036 [VBN] 'produced'
0.0036 [VBN] 'prepared'
0.0036 [VBN] 'filed'
0.0036 [VBN] 'seen'
0.0036 [VBN] 'become'
0.0032 [VBN] 'improved'
0.0032 [VBN] 'listed'
0.0032 [VBN] 'offered'
0.0032 [VBN] 'valued'
0.0032 [VBN] 'provided'
0.0032 [VBN] 'invested'
0.0032 [VBN] 'helped'
0.0032 [VBN] 'suspended'
0.0032 [VBN] 'sought'
0.0027 [VBN] 'fallen'
0.0027 [VBN] 'related'
0.0027 [VBN] 'adjusted'
0.0027 [VBN] 'caused'
0.0027 [VBN] 'discovered'
0.0027 [VBN] 'quoted'
0.0027 [VBN] 'raised'
0.0027 [VBN] 'put'
0.0027 [VBN] 'covered'
0.0027 [VBN] 'preferred'
0.0027 [VBN] 'written'
0.0027 [VBN] 'combined'
0.0027 [VBN] 'done'
0.0027 [VBN] 'registered'
0.0027 [VBN] 'placed'
0.0027 [VBN] 'completed'
0.0027 [VBN] 'left'
0.0027 [VBN] 'limited'
0.0023 [VBN] 'owned'
0.0023 [VBN] 'threatened'
0.0023 [VBN] 'studied'
0.0023 [VBN] 'opposed'
0.0023 [VBN] 'managed'
0.0023 [VBN] 'run'
0.0023 [VBN] 'reduced'
0.0023 [VBN] 'changed'
0.0023 [VBN] 'refused'
0.0023 [VBN] 'elected'
0.0023 [VBN] 'spent'
0.0023 [VBN] 'agreed'
0.0023 [VBN] 'opened'
0.0023 [VBN] 'hurt'
0.0023 [VBN] 'focused'
0.0023 [VBN] 'financed'
0.0023 [VBN] 'forced'
0.0023 [VBN] 'worried'
0.0023 [VBN] 'launched'
0.0023 [VBN] 'sent'
0.0023 [VBN] 'caught'
0.0023 [VBN] 'gotten'
0.0023 [VBN] 'turned'
0.0023 [VBN] 'allowed'
0.0018 [VBN] 'fueled'
0.0018 [VBN] 'formed'
0.0018 [VBN] 'incurred'
0.0018 [VBN] 'had'
0.0018 [VBN] 'convicted'
0.0018 [VBN] 'withdrawn'
0.0018 [VBN] 'lost'
0.0018 [VBN] 'permitted'
0.0018 [VBN] 'denied'
0.0018 [VBN] 'boosted'
0.0018 [VBN] 'noted'
0.0018 [VBN] 'decided'
0.0018 [VBN] 'planned'
0.0018 [VBN] 'replaced'
0.0018 [VBN] 'employed'
0.0018 [VBN] 'cut'
0.0018 [VBN] 'adopted'
0.0018 [VBN] 'divided'
0.0018 [VBN] 'executed'
0.0018 [VBN] 'retired'
0.0018 [VBN] 'stopped'
0.0018 [VBN] 'abandoned'
0.0018 [VBN] 'hit'
0.0018 [VBN] 'fired'
0.0018 [VBN] 'funded'
0.0018 [VBN] 'performed'
0.0018 [VBN] 'gone'
0.0018 [VBN] 'auctioned'
0.0018 [VBN] 'failed'
0.0018 [VBN] 'developed'
0.0018 [VBN] 'requested'
0.0018 [VBN] 'chosen'
0.0018 [VBN] 'collected'
0.0018 [VBN] 'charged'
0.0018 [VBN] 'respected'
0.0018 [VBN] 'grown'
0.0018 [VBN] 'gained'
0.0018 [VBN] 'introduced'
0.0018 [VBN] 'offset'
0.0018 [VBN] 'triggered'
0.0018 [VBN] 'played'
0.0018 [VBN] 'created'
0.0018 [VBN] 'located'
0.0018 [VBN] 'intended'
0.0018 [VBN] 'tested'
0.0018 [VBN] 'indicated'
0.0018 [VBN] 'eliminated'
0.0014 [VBN] 'expelled'
0.0014 [VBN] 'revived'
0.0014 [VBN] 'brought'
0.0014 [VBN] 'concerned'
0.0014 [VBN] 'surged'
0.0014 [VBN] 'assembled'
0.0014 [VBN] 'closed'
0.0014 [VBN] 'awarded'
0.0014 [VBN] 'signed'
0.0014 [VBN] 'tried'
0.0014 [VBN] 'passed'
0.0014 [VBN] 'drawn'
0.0014 [VBN] 'instituted'
0.0014 [VBN] 'obtained'
0.0014 [VBN] 'chaired'
0.0014 [VBN] 'Posted'
0.0014 [VBN] 'included'
0.0014 [VBN] 'desired'
0.0014 [VBN] 'blamed'
0.0014 [VBN] 'integrated'
0.0014 [VBN] 'continued'
0.0014 [VBN] 'risen'
0.0014 [VBN] 'heard'
0.0014 [VBN] 'carried'
0.0014 [VBN] 'regulated'
0.0014 [VBN] 'returned'
0.0014 [VBN] 'kept'
0.0014 [VBN] 'worked'
0.0014 [VBN] 'perceived'
0.0014 [VBN] 'murdered'
0.0014 [VBN] 'absorbed'
0.0014 [VBN] 'Founded'
0.0014 [VBN] 'frozen'
0.0014 [VBN] 'skyrocketed'
0.0014 [VBN] 'discussed'
0.0014 [VBN] 'mired'
0.0014 [VBN] 'matched'
0.0014 [VBN] 'dismissed'
0.0014 [VBN] 'accused'
0.0014 [VBN] 'operated'
0.0014 [VBN] 'attracted'
0.0014 [VBN] 'exposed'
0.0014 [VBN] 'met'
0.0014 [VBN] 'linked'
0.0014 [VBN] 'regarded'
0.0014 [VBN] 'maintained'
0.0014 [VBN] 'soared'
0.0014 [VBN] 'viewed'
0.0014 [VBN] 'retained'
0.0014 [VBN] 'exercised'
0.0014 [VBN] 'banned'
0.0014 [VBN] 'presented'
0.0014 [VBN] 'referred'
0.0014 [VBN] 'removed'
0.0014 [VBN] 'determined'
0.0014 [VBN] 'contacted'
0.0014 [VBN] 'romanticized'
0.0014 [VBN] 'tied'
0.0014 [VBN] 'founded'
0.0014 [VBN] 'industrialized'
0.0014 [VBN] 'advertised'
0.0014 [VBN] 'dominated'
0.0014 [VBN] 'marketed'
0.0014 [VBN] 'diminished'
0.0014 [VBN] 'handled'
0.0014 [VBN] 'trained'
0.0014 [VBN] 'associated'
0.0014 [VBN] 'redeemed'
0.0014 [VBN] 'cooled'
0.0014 [VBN] 'prompted'
0.0014 [VBN] 'rung'
0.0014 [VBN] 'settled'
0.0014 [VBN] 'faced'
0.0014 [VBN] 'interviewed'
0.0014 [VBN] 'crippled'
0.0014 [VBN] 'pressed'
0.0014 [VBN] 'Guaranteed'
0.0014 [VBN] 'repaid'
0.0014 [VBN] 'voted'
0.0014 [VBN] 'attached'
0.0014 [VBN] 'pegged'
0.0014 [VBN] 'accepted'
0.0014 [VBN] 'rejected'
0.0014 [VBN] 'labeled'
0.0014 [VBN] 'Stung'
0.0014 [VBN] 'identified'
0.0014 [VBN] 'backed'
0.0014 [VBN] 'subordinated'
0.0014 [VBN] 'prolonged'
0.0014 [VBN] 'applied'
0.0014 [VBN] 'publicized'
0.0014 [VBN] 'mixed'
0.0014 [VBN] 'released'
0.0014 [VBN] 'enacted'
0.0014 [VBN] 'forgiven'
0.0014 [VBN] 'dumped'
0.0014 [VBN] 'printed'
0.0014 [VBN] 'pleased'
0.0014 [VBN] 'announced'
0.0014 [VBN] 'contained'
0.0014 [VBN] 'coupled'
0.0014 [VBN] 'measured'
0.0014 [VBN] 'spurred'
0.0014 [VBN] 'cast'
0.0014 [VBN] 'installed'
0.0014 [VBN] 'beaten'
0.0014 [VBN] 'followed'
0.0014 [VBN] 'imported'
0.0014 [VBN] 'posted'
0.0014 [VBN] 'positioned'
0.0014 [VBN] 'moved'
0.0014 [VBN] 'jumped'
0.0014 [VBN] 'broken'
0.0014 [VBN] 'engaged'
0.0014 [VBN] 'allocated'
0.0014 [VBN] 'lowered'
0.0014 [VBN] 'relegated'
0.0014 [VBN] 'compiled'
0.0009 [VBN] 'diversified'
0.0009 [VBN] 'anticipated'
0.0009 [VBN] 'responded'
0.0009 [VBN] 'believed'
0.0009 [VBN] 'manufactured'
0.0009 [VBN] 'terminated'
0.0009 [VBN] 'died'
0.0009 [VBN] 'speculated'
0.0009 [VBN] 'Concerned'
0.0009 [VBN] 'scrapped'
0.0009 [VBN] 'deteriorated'
0.0009 [VBN] 'read'
0.0009 [VBN] 'laid'
0.0009 [VBN] 'cultivated'
0.0009 [VBN] 'preapproved'
0.0009 [VBN] 'guaranteed'
0.0009 [VBN] 'UPHELD'
0.0009 [VBN] 'tanked'
0.0009 [VBN] 'stepped'
0.0009 [VBN] 'locked'
0.0009 [VBN] 'supported'
0.0009 [VBN] 'wasted'
0.0009 [VBN] 'mounted'
0.0009 [VBN] 'surfaced'
0.0009 [VBN] 'accumulated'
0.0009 [VBN] 'discarded'
0.0009 [VBN] 'fattened'
0.0009 [VBN] 'sustained'
0.0009 [VBN] 'watched'
0.0009 [VBN] 'alarmed'
0.0009 [VBN] 'staid'
0.0009 [VBN] 'stripped'
0.0009 [VBN] 'confined'
0.0009 [VBN] 'reallocated'
0.0009 [VBN] 'decorated'
0.0009 [VBN] 'renewed'
0.0009 [VBN] 'condemned'
0.0009 [VBN] 'learned'
0.0009 [VBN] 'automated'
0.0009 [VBN] 'corrected'
0.0009 [VBN] 'shut'
0.0009 [VBN] 'Filmed'
0.0009 [VBN] 'depressed'
0.0009 [VBN] 'hidden'
0.0009 [VBN] 'knitted'
0.0009 [VBN] 'begun'
0.0009 [VBN] 'rusted'
0.0009 [VBN] 'remarked'
0.0009 [VBN] 'asked'
0.0009 [VBN] 'welcomed'
0.0009 [VBN] 'treated'
0.0009 [VBN] 'Put'
0.0009 [VBN] 'upheld'
0.0009 [VBN] 'lifted'
0.0009 [VBN] 'switched'
0.0009 [VBN] 'moderated'
0.0009 [VBN] 'Left'
0.0009 [VBN] 'echoed'
0.0009 [VBN] 'clobbered'
0.0009 [VBN] 'touted'
0.0009 [VBN] 'connected'
0.0009 [VBN] 'chilled'
0.0009 [VBN] 'squeezed'
0.0009 [VBN] 'alienated'
0.0009 [VBN] 'disappointed'
0.0009 [VBN] 'synchronized'
0.0009 [VBN] 'Annualized'
0.0009 [VBN] 'hampered'
0.0009 [VBN] 'muffled'
0.0009 [VBN] 'plunged'
0.0009 [VBN] 'kicked'
0.0009 [VBN] 'competed'
0.0009 [VBN] 'Estimated'
0.0009 [VBN] 'stated'
0.0009 [VBN] 'climbed'
0.0009 [VBN] 'robbed'
0.0009 [VBN] 'declared'
0.0009 [VBN] 'painted'
0.0009 [VBN] 'targeted'
0.0009 [VBN] 'forgotten'
0.0009 [VBN] 'inflated'
0.0009 [VBN] 'rolled'
0.0009 [VBN] 'organized'
0.0009 [VBN] 'educated'
0.0009 [VBN] 'understood'
0.0009 [VBN] 'oriented'
0.0009 [VBN] 'favored'
0.0009 [VBN] 'disputed'
0.0009 [VBN] 'wedded'
0.0009 [VBN] 'killed'
0.0009 [VBN] 'observed'
0.0009 [VBN] 'deprived'
0.0009 [VBN] 'amended'
0.0009 [VBN] 'spread'
0.0009 [VBN] 'ensnarled'
0.0009 [VBN] 'postponed'
0.0009 [VBN] 'relied'
0.0009 [VBN] 'assigned'
0.0009 [VBN] 'stabbed'
0.0009 [VBN] 'answered'
0.0009 [VBN] 'recouped'
0.0009 [VBN] 'accrued'
0.0009 [VBN] 'insured'
0.0009 [VBN] 'Related'
0.0009 [VBN] 'entered'
0.0009 [VBN] 'expressed'
0.0009 [VBN] 'recycled'
0.0009 [VBN] 'diagnosed'
0.0009 [VBN] 'consented'
0.0009 [VBN] 'torn'
0.0009 [VBN] 'Rated'
0.0009 [VBN] 'sparked'
0.0009 [VBN] 'appointed'
0.0009 [VBN] 'exhibited'
0.0009 [VBN] 'overstated'
0.0009 [VBN] 'assured'
0.0009 [VBN] 'tracked'
0.0009 [VBN] 'scared'
0.0009 [VBN] 'superimposed'
0.0009 [VBN] 'reclaimed'
0.0009 [VBN] 'pointed'
0.0009 [VBN] 'polarized'
0.0009 [VBN] 'transformed'
0.0009 [VBN] 'chopped'
0.0009 [VBN] 'noticed'
0.0009 [VBN] 'cluttered'
0.0009 [VBN] 'confirmed'
0.0009 [VBN] 'wanted'
0.0009 [VBN] 'engineered'
0.0009 [VBN] 'recorded'
0.0009 [VBN] 'deemed'
0.0009 [VBN] 'stacked'
0.0009 [VBN] 'equipped'
0.0009 [VBN] 'rectified'
0.0009 [VBN] 'owed'
0.0009 [VBN] 'empowered'
0.0009 [VBN] 'impressed'
0.0009 [VBN] 'classified'
0.0009 [VBN] 'convinced'
0.0009 [VBN] 'Reached'
0.0009 [VBN] 'buoyed'
0.0009 [VBN] 'nurtured'
0.0009 [VBN] 'expunged'
0.0009 [VBN] 'invented'
0.0009 [VBN] 'exhausted'
0.0009 [VBN] 'enclosed'
0.0009 [VBN] 'prosecuted'
0.0009 [VBN] 'incorporated'
0.0009 [VBN] 'crossed'
0.0009 [VBN] 'obsessed'
0.0009 [VBN] 'Asked'
0.0009 [VBN] 'shaken'
0.0009 [VBN] 'purchased'
0.0009 [VBN] 'assisted'
0.0009 [VBN] 'thought'
0.0009 [VBN] 'populated'
0.0009 [VBN] 'converted'
0.0009 [VBN] 'recruited'
0.0009 [VBN] 'enhanced'
0.0009 [VBN] 'portrayed'
0.0009 [VBN] 'rooted'
0.0009 [VBN] 'frightened'
0.0009 [VBN] 'tripled'
0.0009 [VBN] 'swapped'
0.0009 [VBN] 'vowed'
0.0009 [VBN] 'achieved'
0.0009 [VBN] 'proven'
0.0009 [VBN] 'drafted'
0.0009 [VBN] 'serviced'
0.0009 [VBN] 'outpaced'
0.0009 [VBN] 'complained'
0.0009 [VBN] 'judged'
0.0009 [VBN] 'entrenched'
0.0009 [VBN] 'feared'
0.0009 [VBN] 'won'
0.0009 [VBN] 'prohibited'
0.0009 [VBN] 'secured'
0.0009 [VBN] 'Regarded'
0.0009 [VBN] 'mortgaged'
0.0009 [VBN] 'initiated'
0.0009 [VBN] 'assumed'
0.0009 [VBN] 'Given'
0.0009 [VBN] 'reaped'
0.0009 [VBN] 'talked'
0.0009 [VBN] 'stoked'
0.0009 [VBN] 'overpriced'
0.0009 [VBN] 'unsettled'
0.0009 [VBN] 'scattered'
0.0009 [VBN] 'generated'
0.0009 [VBN] 'classed'
0.0009 [VBN] 'documented'
